sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,errors
"Smartwatch BeFit Hunter2-pink",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch BeFit Hunter2-pink",,,,1,"Taxable Goods","Not Visible Individually",790000.000000,,,,smartwatch-befit-hunter2-pink,"Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2",/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_3.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_3.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_3.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_3.jpg,,"12/19/24, 2:36 PM","12/19/24, 2:36 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"color=pink,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_3.jpg,,,,,,,,,,,,,,,
"Smartwatch BeFit Hunter2-red",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch BeFit Hunter2-red",,,,1,"Taxable Goods","Not Visible Individually",790000.000000,,,,smartwatch-befit-hunter2-red,"Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2",/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_4.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_4.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_4.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_4.jpg,,"12/19/24, 2:36 PM","12/19/24, 2:36 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"color=red,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_4.jpg,,,,,,,,,,,,,,,
"Smartwatch BeFit Hunter2-green",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch BeFit Hunter2-green",,,,1,"Taxable Goods","Not Visible Individually",790000.000000,,,,smartwatch-befit-hunter2-green,"Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2",/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_5.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_5.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_5.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_5.jpg,,"12/19/24, 2:36 PM","12/19/24, 2:36 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"color=green,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_5.jpg,,,,,,,,,,,,,,,
"Smartwatch BeFit Hunter2-blue",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch BeFit Hunter2-blue",,,,1,"Taxable Goods","Not Visible Individually",790000.000000,,,,smartwatch-befit-hunter2-blue,"Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2",/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_6.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_6.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_6.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_6.jpg,,"12/19/24, 2:36 PM","12/19/24, 2:36 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"color=blue,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_6.jpg,,,,,,,,,,,,,,,
"Smartwatch BeFit Hunter2",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Smartwatch BeFit Hunter2",,,,1,"Taxable Goods","Catalog, Search",,,,,smartwatch-befit-hunter2,"Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2",/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_1.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_1.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_1.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_1.jpg,,"12/19/24, 2:36 PM","12/19/24, 2:36 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_1.jpg,,,,,,,,,,,,,"sku=Smartwatch BeFit Hunter2-black,color=black|sku=Smartwatch BeFit Hunter2-pink,color=pink|sku=Smartwatch BeFit Hunter2-red,color=red|sku=Smartwatch BeFit Hunter2-green,color=green|sku=Smartwatch BeFit Hunter2-blue,color=blue",color=Color,
"Huawei Watch-Rubber",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Huawei Watch-Rubber",,,,1,"Taxable Goods","Not Visible Individually",4290000.000000,,,,huawei-watch-rubber,"Huawei Watch","Huawei Watch","Huawei Watch",/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_2.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_2.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_2.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_2.jpg,,"12/19/24, 2:48 PM","12/19/24, 2:48 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_2.jpg,,,,,,,,,,,,,,,
Hmu-Hmu,,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Huawei Watch-3-AM-Coffee-Fuelled-Crying-On-My-Own-Product-Creating-Extravaganza",,,,1,"Taxable Goods","Not Visible Individually",4290000.000000,,,,huawei-watch-3-am-coffee-fuelled-crying-on-my-own-product-creating-extravaganza,"Huawei Watch","Huawei Watch","Huawei Watch",/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_3.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_3.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_3.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_3.jpg,,"12/19/24, 2:48 PM","12/19/24, 2:48 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=3-AM-Coffee-Fuelled-Crying-On-My-Own-Product-Creating-Extravaganza,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_3.jpg,,,,,,,,,,,,,,,
"Huawei Watch-Paper",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Huawei Watch-Paper",,,,1,"Taxable Goods","Not Visible Individually",4290000.000000,,,,huawei-watch-paper,"Huawei Watch","Huawei Watch","Huawei Watch",/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_4.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_4.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_4.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_4.jpg,,"12/19/24, 2:48 PM","12/19/24, 2:48 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Paper,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_4.jpg,,,,,,,,,,,,,,,
"Huawei Watch-Gold",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Huawei Watch-Gold",,,,1,"Taxable Goods","Not Visible Individually",4290000.000000,,,,huawei-watch-gold,"Huawei Watch","Huawei Watch","Huawei Watch",/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_5.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_5.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_5.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_5.jpg,,"12/19/24, 2:48 PM","12/19/24, 2:48 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Gold,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_5.jpg,,,,,,,,,,,,,,,
"Huawei Watch",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Huawei Watch",,,,1,"Taxable Goods","Catalog, Search",,,,,huawei-watch,"Huawei Watch","Huawei Watch","Huawei Watch",/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1.jpg,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1.jpg,,"12/19/24, 2:48 PM","12/19/24, 2:48 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/h/u/huawei-watch-gt4-46-day-cao-su-1-750x500_1.jpg,,,,,,,,,,,,,"sku=Huawei Watch-Rubber,bandwrist=Rubber|sku=Huawei Watch-Paper,bandwrist=Paper|sku=Huawei Watch-Gold,bandwrist=Gold|sku=Hmu-Hmu,bandwrist=3-AM-Coffee-Fuelled-Crying-On-My-Own-Product-Creating-Extravaganza",bandwrist=Bandwrist,
"Samsung Smartwatch-black",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Samsung Smartwatch-black",,,,1,"Taxable Goods","Not Visible Individually",2990000.000000,,,,samsung-smartwatch-black,"Samsung Smartwatch","Samsung Smartwatch","Samsung Smartwatch",/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2.jpg,,"12/19/24, 2:52 PM","12/19/24, 2:52 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=black,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2.jpg,,,,,,,,,,,,,,,
"Samsung Smartwatch-pink",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Samsung Smartwatch-pink",,,,1,"Taxable Goods","Not Visible Individually",2990000.000000,,,,samsung-smartwatch-pink,"Samsung Smartwatch","Samsung Smartwatch","Samsung Smartwatch",/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_3.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_3.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_3.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_3.jpg,,"12/19/24, 2:52 PM","12/19/24, 2:52 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=pink,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_3.jpg,,,,,,,,,,,,,,,
"Samsung Smartwatch-red",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Samsung Smartwatch-red",,,,1,"Taxable Goods","Not Visible Individually",2990000.000000,,,,samsung-smartwatch-red,"Samsung Smartwatch","Samsung Smartwatch","Samsung Smartwatch",/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_4.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_4.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_4.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_4.jpg,,"12/19/24, 2:52 PM","12/19/24, 2:52 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=red,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_4.jpg,,,,,,,,,,,,,,,
"Samsung Smartwatch-blue",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Samsung Smartwatch-blue",,,,1,"Taxable Goods","Not Visible Individually",2990000.000000,,,,samsung-smartwatch-blue,"Samsung Smartwatch","Samsung Smartwatch","Samsung Smartwatch",/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_5.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_5.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_5.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_5.jpg,,"12/19/24, 2:52 PM","12/19/24, 2:52 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=blue,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_5.jpg,,,,,,,,,,,,,,,
"Samsung Smartwatch-green",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Samsung Smartwatch-green",,,,1,"Taxable Goods","Not Visible Individually",2990000.000000,,,,samsung-smartwatch-green,"Samsung Smartwatch","Samsung Smartwatch","Samsung Smartwatch",/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_6.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_6.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_6.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_6.jpg,,"12/19/24, 2:52 PM","12/19/24, 2:52 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=green,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_6.jpg,,,,,,,,,,,,,,,
"Samsung Smartwatch",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"Samsung Smartwatch",,,,1,"Taxable Goods","Catalog, Search",,,,,samsung-smartwatch,"Samsung Smartwatch","Samsung Smartwatch","Samsung Smartwatch",/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2_1.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2_1.jpg,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2_1.jpg,,,,"12/19/24, 2:52 PM","12/19/24, 2:53 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-watch-5-40-mm-bac-1-750x500_2_1.jpg,,,,,,,,,,,,,"sku=Samsung Smartwatch-black,color=black|sku=Samsung Smartwatch-pink,color=pink|sku=Samsung Smartwatch-red,color=red|sku=Samsung Smartwatch-green,color=green|sku=Samsung Smartwatch-blue,color=blue",color=Color,
"BeFit Sports Smartwatch-black",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"BeFit Sports Smartwatch-black",,,,1,"Taxable Goods","Not Visible Individually",710000.000000,,,,befit-sports-smartwatch-black,"BeFit Sports Smartwatch","BeFit Sports Smartwatch","BeFit Sports Smartwatch",/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_1.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_1.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_1.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_1.jpg,,"12/19/24, 3:04 PM","12/19/24, 3:04 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=black,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_1.jpg,,,,,,,,,,,,,,,
"BeFit Sports Smartwatch-pink",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"BeFit Sports Smartwatch-pink",,,,1,"Taxable Goods","Not Visible Individually",710000.000000,,,,befit-sports-smartwatch-pink,"BeFit Sports Smartwatch","BeFit Sports Smartwatch","BeFit Sports Smartwatch",/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_2.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_2.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_2.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_2.jpg,,"12/19/24, 3:04 PM","12/19/24, 3:04 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=pink,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_2.jpg,,,,,,,,,,,,,,,
"BeFit Sports Smartwatch-red",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"BeFit Sports Smartwatch-red",,,,1,"Taxable Goods","Not Visible Individually",710000.000000,,,,befit-sports-smartwatch-red,"BeFit Sports Smartwatch","BeFit Sports Smartwatch","BeFit Sports Smartwatch",/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_3.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_3.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_3.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_3.jpg,,"12/19/24, 3:04 PM","12/19/24, 3:04 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=red,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_3.jpg,,,,,,,,,,,,,,,
"BeFit Sports Smartwatch-green",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"BeFit Sports Smartwatch-green",,,,1,"Taxable Goods","Not Visible Individually",710000.000000,,,,befit-sports-smartwatch-green,"BeFit Sports Smartwatch","BeFit Sports Smartwatch","BeFit Sports Smartwatch",/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_4.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_4.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_4.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_4.jpg,,"12/19/24, 3:04 PM","12/19/24, 3:04 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=green,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_4.jpg,,,,,,,,,,,,,,,
"BeFit Sports Smartwatch-blue",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"BeFit Sports Smartwatch-blue",,,,1,"Taxable Goods","Not Visible Individually",710000.000000,,,,befit-sports-smartwatch-blue,"BeFit Sports Smartwatch","BeFit Sports Smartwatch","BeFit Sports Smartwatch",/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_5.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_5.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_5.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_5.jpg,,"12/19/24, 3:04 PM","12/19/24, 3:04 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=blue,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500_1_5.jpg,,,,,,,,,,,,,,,
"BeFit Sports Smartwatch",,smartwatch,configurable,"Default Category,Default Category/Smartwatch",base,"BeFit Sports Smartwatch",,,,1,"Taxable Goods","Catalog, Search",,,,,befit-sports-smartwatch,"BeFit Sports Smartwatch","BeFit Sports Smartwatch","BeFit Sports Smartwatch",/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500.jpg,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500.jpg,,"12/19/24, 3:04 PM","12/19/24, 3:04 PM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,is_featured=No",0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/e/befit-sporty-2-phien-ban-dac-biet-mau-nau-1-750x500.jpg,,,,,,,,,,,,,"sku=BeFit Sports Smartwatch-black,color=black|sku=BeFit Sports Smartwatch-pink,color=pink|sku=BeFit Sports Smartwatch-red,color=red|sku=BeFit Sports Smartwatch-green,color=green|sku=BeFit Sports Smartwatch-blue,color=blue",color=Color,
"Smartwatch Xiaomi Watch-silver",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Xiaomi Watch-silver",,,,1,"Taxable Goods","Not Visible Individually",2990000.000000,,,,smartwatch-xiaomi-watch-silver,"Smartwatch Xiaomi Watch","Smartwatch Xiaomi Watch","Smartwatch Xiaomi Watch",/x/i/xiaomi-watch-s-3-bac-1-1-750x500_2.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_2.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_2.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_2.jpg,,"12/19/24, 3:56 PM","12/19/24, 3:56 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=silver,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_2.jpg,,,,,,,,,,,,,,,
"Smartwatch Xiaomi Watch-black",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch Xiaomi Watch-black",,,,1,"Taxable Goods","Not Visible Individually",2990000.000000,,,,smartwatch-xiaomi-watch-black,"Smartwatch Xiaomi Watch","Smartwatch Xiaomi Watch","Smartwatch Xiaomi Watch",/x/i/xiaomi-watch-s-3-bac-1-1-750x500_3.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_3.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_3.jpg,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_3.jpg,,"12/19/24, 3:56 PM","12/19/24, 3:56 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"bandwrist=Rubber,color=black,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/x/i/xiaomi-watch-s-3-bac-1-1-750x500_3.jpg,,,,,,,,,,,,,,,
